,Tweet_Num,Tweet,Sentiment,tokenized_cleaned
147,148,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
148,149,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",,stefostrander thank made happen rock world changing legalization
149,150,"With the Passing of Canada's Marijuana Bill C-45, the Nations' Legal Cannabis Market is Expected to Exceed $5 billi… https://t.co/IwE2tLU7eO",,passing canada marijuana bill nations legal cannabis market expected exceed https
150,151,RT @HeartInstitute: Tune in to @CFRAOttawa this afternoon at 1:48 p.m. to hear @DrAndrewPipe share his expert opinion about #marijuana and…,,heartinstitute tune cfraottawa afternoon hear drandrewpipe share expert opinion marijuana
151,152,Tune in to @CFRAOttawa this afternoon at 1:48 p.m. to hear @DrAndrewPipe share his expert opinion about #marijuana… https://t.co/u4w84h6zLi,,tune cfraottawa afternoon hear drandrewpipe share expert opinion https
152,153,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",,stefostrander thank made happen rock world changing legalization
153,154,"On Tuesday, the Senate passed #BillC45 and yesterday PM @JustinTrudeau announced that marijuana will be legal in… https://t.co/23nVDH9IXU",,tuesday senate passed yesterday justintrudeau announced marijuana legal https
154,155,RT @Investor_Intel: Recreational #marijuana use will soon be legal in #Canada after the Senate passed a “historic” bill on Tuesday with a v…,,recreational marijuana use soon legal canada senate passed historic bill tuesday
155,156,Recreational #marijuana use will soon be legal in #Canada after the Senate passed a “historic” bill on Tuesday with… https://t.co/dPpzPYNXUn,,recreational marijuana use soon legal canada senate passed historic bill tuesday https
156,157,"As one of the 1st Canadian brokers to facilitate #cannabis insurance, we welcome the #BillC45. Read why this is so… https://t.co/PiZtD6F7pT",,one canadian brokers facilitate cannabis insurance welcome read https
157,158,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
158,159,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",,stefostrander thank made happen rock world changing legalization
159,160,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
160,161,RT @SXMCanadaTalks: Recreational use of #Marijuana is legal and comes into affect Oct. 17th and @JodieEmery joins @anthonyfurey to weigh in…,,sxmcanadatalks recreational use marijuana legal comes affect jodieemery joins anthonyfurey weigh
161,162,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",,stefostrander thank made happen rock world changing legalization
162,163,RT @dolcebella68: My mom started her treatment of cbd oil / thc oil on Monday afternoon ... in less than 24hrs ... she is experiencing no p…,,mom started treatment cbd oil thc oil monday afternoon less experiencing
163,164,RT @NatPostRadio: Recreational use of #Marijuana is legal and comes into affect Oct. 17th and @JodieEmery joins @anthonyfurey to weigh in o…,,natpostradio recreational use marijuana legal comes affect jodieemery joins anthonyfurey weigh
164,165,Recreational use of #Marijuana is legal and comes into affect Oct. 17th and @JodieEmery joins @anthonyfurey to weig… https://t.co/4VISgziNB0,,recreational use marijuana legal comes affect jodieemery joins anthonyfurey https
165,166,Recreational use of #Marijuana is legal and comes into affect Oct. 17th and @JodieEmery joins @anthonyfurey to weig… https://t.co/NJHtGVCslm,,recreational use marijuana legal comes affect jodieemery joins anthonyfurey https
166,167,RT @NatPostRadio: Conservative MP @ErinOTooleMP joins @anthonyfurey for his thoughts on the passing of #BillC45 and what it means for the c…,,natpostradio conservative erinotoolemp joins anthonyfurey thoughts passing means
167,168,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",,stefostrander thank made happen rock world changing legalization
168,169,"Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization… https://t.co/63bkTS2Yfn",,thank made happen rock world changing https
169,170,"RT @ArmandConant: To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. Time wi…",,armandconant clear october adult canadians legal access cannabis recreational use time
170,171,"RT @ArmandConant: To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. Time wi…",,armandconant clear october adult canadians legal access cannabis recreational use time
171,172,"RT @JillianPage22: @SenatorHousakos It's also easy to be named a Tory senator/minion, not so easy to be elected by the people to the House…",,senatorhousakos also easy named tory easy elected people
172,173,"RT @JillianPage22: After all is said and done with Canadian #cannabis #billc45, will the Senate have made any meaningful contributions to t…",,said done canadian cannabis senate made meaningful contributions
173,174,RT @PiccoloHeathLLP: It’s the Law – Canada Comes Out of the Weeds.  Read our PH Report from @CindyIngramLLB about yesterday's passing of #B…,,piccoloheathllp law canada comes weeds read report cindyingramllb yesterday passing
174,175,"RT @JillianPage22: @SenatorHousakos It's also easy to be named a Tory senator/minion, not so easy to be elected by the people to the House…",,senatorhousakos also easy named tory easy elected people
175,176,"@SenatorHousakos It's also easy to be named a Tory senator/minion, not so easy to be elected by the people to the H… https://t.co/BaDRsvFCSv",,senatorhousakos also easy named tory easy elected people https
176,177,RT @Investor_Intel: #CannabisAct: The morning after comes with supply anxiety https://t.co/TIsQ85KXku #Cannabis #BillC45,,cannabisact morning comes supply anxiety https cannabis
177,178,Conservative MP @ErinOTooleMP joins @anthonyfurey for his thoughts on the passing of #BillC45 and what it means for… https://t.co/6SUShUO5Mu,,conservative erinotoolemp joins anthonyfurey thoughts passing means https
178,179,Conservative MP @ErinOTooleMP joins @anthonyfurey for his thoughts on the passing of #BillC45 and what it means for… https://t.co/WtLQiOKJfq,,conservative erinotoolemp joins anthonyfurey thoughts passing means https
179,180,"Yesterday, Prime Minister Justin Trudeau announced that Canadians will be able to consume #marijuana recreationally… https://t.co/9Bse8CDYNp",,yesterday prime minister justin trudeau announced canadians able consume marijuana https
180,181,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
181,182,"RT @ArmandConant: To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. Time wi…",,armandconant clear october adult canadians legal access cannabis recreational use time
182,183,"RT @ArmandConant: The Government has announced October 17, 2018 as the date the #Cannabis Act (Bill C-45) comes into force. The announcemen…",,armandconant government announced october date cannabis act bill comes force
183,184,"RT @ArmandConant: To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. Time wi…",,armandconant clear october adult canadians legal access cannabis recreational use time
184,185,"RT @ArmandConant: The Government has announced October 17, 2018 as the date the #Cannabis Act (Bill C-45) comes into force. The announcemen…",,armandconant government announced october date cannabis act bill comes force
185,186,"@PhilipAuthier It could be an election issue here, with the party that promises to amend the law -- and give Quebec… https://t.co/oC36ri8qKL",,philipauthier could election issue party promises amend law give https
186,187,RT @PiccoloHeathLLP: It’s the Law – Canada Comes Out of the Weeds.  Read our PH Report from @CindyIngramLLB about yesterday's passing of #B…,,piccoloheathllp law canada comes weeds read report cindyingramllb yesterday passing
187,188,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
188,189,"RT @ArmandConant: To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. Time wi…",,armandconant clear october adult canadians legal access cannabis recreational use time
189,190,"To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. T… https://t.co/NSqgNZQOZr",,clear october adult canadians legal access cannabis recreational use https
190,191,#CannabisAct: The morning after comes with supply anxiety https://t.co/TIsQ85KXku #Cannabis #BillC45,,cannabisact morning comes supply anxiety https cannabis
191,192,"RT @ArmandConant: The Government has announced October 17, 2018 as the date the #Cannabis Act (Bill C-45) comes into force. The announcemen…",,armandconant government announced october date cannabis act bill comes force
192,193,"The Government has announced October 17, 2018 as the date the #Cannabis Act (Bill C-45) comes into force. The annou… https://t.co/25MNA0YkrH",,government announced october date cannabis act bill comes force https
193,194,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,,iliveasnatalie professional within construction industry concerned legalization marijuana affect
194,195,"RT @JLaC975: October 17th, three full grown #marijuana plants will magically appear on Nan's doorstep.

Fast growing Nan ... you sly S.O.B.…",,october three full grown marijuana plants magically appear nan doorstep fast growing nan sly
